233.00	-244.00	-45.00
257.00	-284.00	-31.00
265.00	-312.00	-25.00
275.00	-373.00	-34.00
263.00	-426.00	-34.00
244.00	-465.00	-38.00
231.00	-483.00	-37.00
211.00	-501.00	-41.00
201.00	-514.00	-40.00
184.00	-530.00	-31.00
179.00	-577.00	15.00
180.00	-613.00	60.00
195.00	-639.00	144.00
203.00	-648.00	201.00
239.00	-598.00	348.00
259.00	-192.00	571.00
252.00	-188.00	572.00
251.00	-195.00	569.00
253.00	-156.00	562.00
213.00	-45.00	548.00
235.00	76.00	485.00
261.00	114.00	444.00
262.00	139.00	419.00
502.00	143.00	420.00
249.00	115.00	443.00
259.00	-56.00	520.00
282.00	-142.00	525.00
279.00	-303.00	516.00
292.00	-496.00	408.00
279.00	-572.00	319.00
255.00	-595.00	135.00
212.00	-546.00	25.00
84.00	-427.00	-92.00
-35.00	-351.00	-113.00
-107.00	-348.00	-105.00
-261.00	-276.00	-69.00
-340.00	-245.00	-26.00
-486.00	-246.00	142.00
-512.00	-246.00	289.00
-496.00	-279.00	345.00
-435.00	-365.00	418.00
-423.00	-376.00	429.00
-426.00	-392.00	422.00
-465.00	-395.00	331.00
-472.00	-392.00	170.00
-136.00	-411.00	-86.00
33.00	-469.00	-64.00
197.00	-516.00	39.00
248.00	-503.00	89.00
276.00	-539.00	121.00
313.00	-598.00	173.00
316.00	-613.00	180.00
307.00	-527.00	81.00
202.00	-462.00	61.00
181.00	-457.00	26.00
122.00	-408.00	-68.00
75.00	-372.00	-105.00
-125.00	-321.00	-124.00
-362.00	-274.00	-35.00
-439.00	-252.00	30.00
-507.00	-234.00	138.00
-509.00	-244.00	148.00
-438.00	-225.00	27.00
-257.00	-165.00	-86.00
-174.00	-136.00	-108.00
-63.00	-45.00	-95.00
-45.00	40.00	-54.00
-77.00	189.00	97.00
-125.00	210.00	322.00
-151.00	158.00	417.00
-179.00	34.00	512.00
-138.00	-2.00	534.00
-24.00	-10.00	531.00
126.00	-146.00	521.00
155.00	-222.00	496.00
264.00	-369.00	386.00
288.00	-409.00	331.00
284.00	-409.00	189.00
225.00	-328.00	161.00
214.00	-297.00	151.00
221.00	-302.00	174.00
240.00	-341.00	187.00
257.00	-430.00	295.00
218.00	-333.00	446.00
189.00	-220.00	475.00
57.00	63.00	397.00
41.00	132.00	309.00
52.00	171.00	219.00
29.00	176.00	96.00
-47.00	132.00	14.00
30.00	-77.00	-93.00
73.00	-156.00	-104.00
111.00	-329.00	-89.00
167.00	-429.00	-68.00
205.00	-422.00	-67.00
138.00	-299.00	-89.00
97.00	-212.00	-19.00
-162.00	-179.00	-79.00
-435.00	5.00	245.00
-336.00	-4.00	448.00
-82.00	-138.00	581.00
89.00	-153.00	565.00
266.00	-271.00	457.00
107.00	-458.00	408.00
166.00	-445.00	437.00
367.00	-478.00	324.00
374.00	-492.00	204.00
169.00	-540.00	20.00
-47.00	-470.00	-71.00
-136.00	-443.00	-73.00
-241.00	-400.00	-59.00
-214.00	-416.00	-63.00
135.00	-528.00	-19.00
381.00	-392.00	381.00
164.00	-304.00	541.00
-66.00	-490.00	288.00
28.00	-225.00	538.00
-258.00	36.00	483.00
-312.00	156.00	326.00
-306.00	178.00	254.00
-309.00	153.00	132.00
-295.00	161.00	119.00
-137.00	31.00	-72.00
12.00	-95.00	-124.00
91.00	-189.00	-121.00
175.00	-222.00	-107.00
255.00	-199.00	-107.00
383.00	-215.00	-101.00
368.00	-253.00	-125.00
433.00	-192.00	-102.00
502.00	36.00	31.00
507.00	91.00	102.00
182.00	299.00	236.00
59.00	259.00	154.00
-12.00	232.00	88.00
-119.00	-56.00	-119.00
-43.00	-205.00	-151.00
30.00	-474.00	-83.00
-61.00	-530.00	-40.00
-10.00	-512.00	-49.00
206.00	-411.00	-111.00
363.00	-433.00	-85.00
555.00	-296.00	-34.00
543.00	-60.00	70.00
467.00	62.00	59.00
273.00	190.00	94.00
178.00	226.00	137.00
-15.00	207.00	75.00
-210.00	134.00	32.00
-266.00	107.00	40.00
-496.00	-109.00	208.00
-503.00	-181.00	287.00
-508.00	-289.00	243.00
-466.00	-326.00	383.00
-445.00	-318.00	425.00
-301.00	-339.00	544.00
-280.00	-351.00	552.00
-117.00	-543.00	516.00
151.00	-633.00	392.00
240.00	-616.00	351.00
292.00	-604.00	293.00
300.00	-595.00	277.00
303.00	-557.00	327.00
81.00	-593.00	309.00
48.00	-584.00	275.00
25.00	-575.00	138.00
30.00	-583.00	59.00
30.00	-583.00	59.00
227.00	-297.00	-76.00
128.00	-47.00	-55.00
0.00	-115.00	-212.00
287.00	145.00	-20.00
285.00	181.00	348.00
148.00	86.00	512.00
35.00	35.00	560.00
-180.00	-80.00	581.00
-240.00	-99.00	567.00
-379.00	-181.00	504.00
-330.00	-21.00	503.00
-199.00	142.00	469.00
-46.00	235.00	407.00
-43.00	233.00	404.00
-43.00	233.00	404.00
30.00	74.00	-79.00
136.00	-76.00	-122.00
266.00	-294.00	-86.00
284.00	-342.00	-63.00
284.00	-342.00	-63.00
338.00	-376.00	-6.00
392.00	-473.00	156.00
376.00	-314.00	457.00
329.00	-148.00	502.00
329.00	-148.00	502.00
37.00	194.00	313.00
-47.00	181.00	222.00
-92.00	223.00	240.00
23.00	309.00	254.00
23.00	309.00	254.00
421.00	170.00	357.00
476.00	116.00	323.00
536.00	23.00	195.00
540.00	-55.00	130.00
540.00	-55.00	130.00
347.00	-188.00	-85.00
360.00	-137.00	-74.00
302.00	10.00	-7.00
278.00	92.00	48.00
278.00	92.00	48.00
159.00	201.00	220.00
117.00	207.00	223.00
34.00	193.00	253.00
15.00	183.00	298.00
15.00	183.00	298.00
324.00	7.00	501.00
463.00	-33.00	445.00
555.00	-68.00	295.00
568.00	-118.00	286.00
568.00	-118.00	286.00
380.00	-103.00	481.00
84.00	47.00	524.00
-110.00	139.00	336.00
-45.00	144.00	297.00
-45.00	144.00	297.00
60.00	203.00	224.00
23.00	171.00	51.00
140.00	71.00	-43.00
174.00	10.00	-71.00
174.00	10.00	-71.00
366.00	9.00	17.00
467.00	-241.00	77.00
496.00	-268.00	158.00
499.00	-246.00	179.00
499.00	-246.00	179.00
224.00	-117.00	524.00
118.00	-99.00	533.00
-34.00	70.00	450.00
-74.00	156.00	360.00
-74.00	156.00	360.00
-186.00	145.00	-12.00
-212.00	62.00	-66.00
-310.00	-29.00	-57.00
-304.00	-42.00	-61.00
-304.00	-42.00	-61.00
-185.00	255.00	341.00
-107.00	195.00	466.00
64.00	-148.00	604.00
128.00	-383.00	548.00
128.00	-383.00	548.00
185.00	-531.00	11.00
120.00	-407.00	-96.00
150.00	-102.00	-124.00
187.00	33.00	-64.00
187.00	33.00	-64.00
194.00	203.00	102.00
228.00	215.00	139.00
161.00	212.00	352.00
159.00	164.00	401.00
159.00	164.00	401.00
51.00	-163.00	515.00
51.00	-307.00	535.00
-110.00	-372.00	536.00
-157.00	-401.00	521.00
-157.00	-401.00	521.00
-267.00	-431.00	495.00
-282.00	-473.00	470.00
-236.00	-521.00	462.00
-221.00	-481.00	504.00
-221.00	-481.00	504.00
112.00	82.00	458.00
190.00	83.00	375.00
243.00	139.00	326.00
235.00	232.00	245.00
235.00	232.00	245.00
22.00	79.00	-114.00
-73.00	-74.00	-153.00
-110.00	-421.00	-117.00
-265.00	-403.00	-69.00
-265.00	-403.00	-69.00
-437.00	-391.00	72.00
-459.00	-412.00	127.00
-462.00	-436.00	181.00
-397.00	-507.00	138.00
-397.00	-507.00	138.00
-272.00	-623.00	281.00
-253.00	-625.00	312.00
-205.00	-630.00	367.00
-212.00	-624.00	366.00
-313.00	-601.00	241.00
-364.00	-547.00	153.00
-358.00	-512.00	87.00
-247.00	-392.00	-71.00
-143.00	-336.00	-124.00
-2.00	-314.00	-151.00
144.00	-403.00	-126.00
194.00	-461.00	-100.00
256.00	-557.00	-18.00
267.00	-575.00	12.00
272.00	-586.00	52.00
228.00	-616.00	76.00
123.00	-573.00	-24.00
36.00	-571.00	-40.00
-85.00	-536.00	-59.00
-244.00	-467.00	-53.00
-179.00	-570.00	-1.00
-180.00	-538.00	-25.00
-210.00	-475.00	-54.00
-198.00	-393.00	-94.00
-205.00	-251.00	-115.00
-180.00	44.00	-57.00
-225.00	165.00	63.00
-304.00	181.00	234.00
-332.00	142.00	328.00
-340.00	-21.00	488.00
-246.00	-189.00	575.00
-225.00	-221.00	582.00
47.00	-283.00	611.00
159.00	-275.00	594.00
266.00	-212.00	551.00
319.00	-240.00	491.00
332.00	-208.00	463.00
321.00	-265.00	380.00
338.00	-318.00	349.00
393.00	-386.00	244.00
480.00	-344.00	24.00
515.00	-86.00	-14.00
386.00	-14.00	-64.00
312.00	11.00	-64.00
243.00	40.00	-54.00
51.00	43.00	-90.00
-47.00	37.00	-88.00
-249.00	31.00	-34.00
-271.00	31.00	-27.00
-168.00	33.00	-71.00
115.00	-1.00	-101.00
247.00	2.00	-56.00
425.00	-136.00	38.00
437.00	-300.00	87.00
441.00	-228.00	70.00
561.00	-235.00	217.00
564.00	-232.00	344.00
369.00	-208.00	560.00
234.00	-205.00	613.00
109.00	-185.00	639.00
-95.00	-118.00	629.00
-228.00	-121.00	596.00
-397.00	-56.00	469.00
-439.00	-52.00	418.00
-470.00	-1.00	269.00
-424.00	34.00	136.00
-377.00	75.00	99.00
-311.00	130.00	82.00
-280.00	98.00	23.00
-204.00	84.00	-29.00
-125.00	-61.00	-114.00
-3.00	-187.00	-142.00
160.00	-425.00	-74.00
212.00	-499.00	-6.00
212.00	-499.00	-6.00
271.00	-565.00	305.00
248.00	-540.00	376.00
77.00	-157.00	539.00
92.00	-129.00	524.00
92.00	-129.00	524.00
51.00	-34.00	485.00
92.00	-53.00	495.00
129.00	-200.00	498.00
148.00	-264.00	480.00
148.00	-264.00	480.00
268.00	-474.00	107.00
259.00	-441.00	56.00
236.00	-269.00	-22.00
220.00	-197.00	-18.00
220.00	-197.00	-18.00
174.00	31.00	37.00
164.00	56.00	47.00
148.00	136.00	107.00
131.00	182.00	177.00
131.00	182.00	177.00
119.00	180.00	338.00
121.00	159.00	372.00
135.00	124.00	415.00
127.00	130.00	409.00
127.00	130.00	409.00
170.00	153.00	157.00
166.00	118.00	94.00
213.00	-26.00	16.00
241.00	-102.00	17.00
241.00	-102.00	17.00
253.00	-205.00	54.00
244.00	-207.00	44.00
209.00	-258.00	3.00
223.00	-278.00	15.00
223.00	-278.00	15.00
287.00	-367.00	111.00
289.00	-386.00	109.00
298.00	-461.00	151.00
269.00	-529.00	200.00
269.00	-529.00	200.00
240.00	-607.00	271.00
216.00	-628.00	258.00
206.00	-646.00	234.00
195.00	-657.00	229.00
195.00	-657.00	229.00
159.00	-674.00	215.00
165.00	-671.00	200.00
148.00	-663.00	141.00
204.00	-645.00	157.00
204.00	-645.00	157.00
208.00	-557.00	70.00
229.00	-518.00	65.00
250.00	-389.00	-20.00
206.00	-371.00	-60.00
206.00	-371.00	-60.00
-121.00	-201.00	-127.00
-228.00	-158.00	-96.00
-440.00	-142.00	58.00
-481.00	-114.00	150.00
-481.00	-114.00	150.00
-367.00	-181.00	496.00
-319.00	-198.00	527.00
-294.00	-189.00	534.00
-302.00	-176.00	533.00
-302.00	-176.00	533.00
-459.00	-48.00	340.00
-492.00	-94.00	190.00
-306.00	-132.00	-65.00
-118.00	-72.00	-121.00
-118.00	-72.00	-121.00
392.00	32.00	99.00
416.00	9.00	134.00
425.00	-14.00	178.00
431.00	-32.00	260.00
431.00	-32.00	260.00
126.00	-176.00	547.00
57.00	-167.00	557.00
74.00	-148.00	550.00
163.00	-144.00	532.00
163.00	-144.00	532.00
452.00	-65.00	261.00
461.00	-72.00	184.00
459.00	-94.00	125.00
443.00	-59.00	106.00
443.00	-59.00	106.00
352.00	69.00	73.00
272.00	132.00	72.00
304.00	138.00	156.00
344.00	114.00	196.00
344.00	114.00	196.00
374.00	77.00	277.00
370.00	76.00	276.00
294.00	113.00	118.00
285.00	-37.00	-14.00
285.00	-37.00	-14.00
189.00	-438.00	-40.00
185.00	-517.00	1.00
220.00	-591.00	99.00
236.00	-594.00	135.00
236.00	-594.00	135.00
307.00	-482.00	424.00
315.00	-467.00	433.00
300.00	-575.00	259.00
307.00	-556.00	123.00
307.00	-556.00	123.00
268.00	-230.00	-88.00
302.00	-195.00	-73.00
403.00	-107.00	21.00
402.00	-103.00	22.00
402.00	-103.00	22.00
409.00	-116.00	32.00
435.00	-115.00	58.00
465.00	-128.00	116.00
486.00	-136.00	172.00
486.00	-136.00	172.00
450.00	-340.00	359.00
444.00	-347.00	386.00
465.00	-332.00	376.00
510.00	-293.00	256.00
510.00	-293.00	256.00
126.00	-117.00	-131.00
-27.00	-180.00	-142.00
-235.00	-327.00	-82.00
-292.00	-353.00	-42.00
-292.00	-353.00	-42.00
-118.00	-55.00	-109.00
-43.00	38.00	-80.00
93.00	163.00	21.00
146.00	207.00	121.00
146.00	207.00	121.00
74.00	132.00	466.00
55.00	103.00	493.00
80.00	169.00	430.00
101.00	232.00	299.00
101.00	232.00	299.00
52.00	-19.00	-99.00
85.00	-46.00	-103.00
83.00	-59.00	-103.00
84.00	-62.00	-107.00
84.00	-62.00	-107.00
88.00	-63.00	-105.00
90.00	-62.00	-106.00
73.00	-80.00	-109.00
