75.00	-83.00	-110.00
74.00	-90.00	-111.00
60.00	-97.00	-115.00
76.00	-91.00	-113.00
84.00	-99.00	-111.00
87.00	-102.00	-110.00
202.00	-160.00	-84.00
207.00	-266.00	-67.00
165.00	-292.00	-66.00
120.00	-349.00	-31.00
106.00	-362.00	-20.00
64.00	-391.00	-37.00
21.00	-413.00	-65.00
50.00	-418.00	-60.00
118.00	-323.00	-14.00
154.00	-306.00	22.00
290.00	-154.00	13.00
239.00	35.00	-19.00
141.00	111.00	-18.00
-28.00	171.00	-7.00
-129.00	128.00	-26.00
-263.00	-17.00	-61.00
-304.00	-144.00	-82.00
-331.00	-218.00	-70.00
-420.00	-238.00	1.00
-411.00	-271.00	-5.00
-268.00	-368.00	-79.00
-139.00	-358.00	-121.00
-106.00	-345.00	-130.00
-26.00	-285.00	-135.00
18.00	-245.00	-126.00
96.00	-207.00	-62.00
174.00	-155.00	-11.00
196.00	-145.00	-29.00
192.00	-76.00	-49.00
140.00	-67.00	-78.00
30.00	8.00	-92.00
-85.00	19.00	-97.00
-155.00	13.00	-86.00
-127.00	-5.00	-107.00
-63.00	6.00	-114.00
109.00	-65.00	-128.00
295.00	-293.00	-65.00
323.00	-412.00	6.00
240.00	-520.00	84.00
109.00	-557.00	66.00
-48.00	-573.00	49.00
-175.00	-498.00	-19.00
-208.00	-478.00	-38.00
-188.00	-448.00	-70.00
-235.00	-396.00	-81.00
-330.00	-157.00	-69.00
-278.00	73.00	-17.00
-241.00	128.00	1.00
-138.00	164.00	-9.00
-83.00	171.00	-17.00
13.00	163.00	-32.00
153.00	128.00	-33.00
312.00	67.00	-1.00
399.00	-144.00	-5.00
388.00	-323.00	39.00
198.00	-421.00	81.00
185.00	-414.00	78.00
185.00	-425.00	77.00
237.00	-406.00	71.00
296.00	-387.00	72.00
354.00	-285.00	29.00
381.00	-133.00	6.00
359.00	-65.00	-2.00
255.00	72.00	-24.00
132.00	118.00	-38.00
-83.00	157.00	-20.00
-179.00	158.00	8.00
-289.00	83.00	8.00
-444.00	-86.00	56.00
-452.00	-155.00	50.00
-377.00	-293.00	-26.00
-317.00	-347.00	-54.00
-317.00	-402.00	-33.00
-290.00	-458.00	-18.00
-280.00	-447.00	-27.00
-223.00	-449.00	-53.00
-194.00	-461.00	-58.00
-169.00	-439.00	-76.00
-90.00	-454.00	-83.00
-69.00	-447.00	-89.00
17.00	-449.00	-78.00
60.00	-424.00	-59.00
74.00	-427.00	-47.00
85.00	-401.00	-24.00
98.00	-387.00	-10.00
120.00	-401.00	10.00
146.00	-356.00	16.00
186.00	-339.00	17.00
210.00	-343.00	62.00
224.00	-352.00	66.00
308.00	-332.00	50.00
347.00	-274.00	23.00
306.00	-100.00	-54.00
222.00	-4.00	-81.00
184.00	28.00	-83.00
119.00	111.00	-64.00
62.00	148.00	-48.00
-49.00	195.00	-11.00
-60.00	184.00	-26.00
-65.00	187.00	-21.00
-62.00	175.00	-37.00
-77.00	225.00	22.00
-44.00	221.00	13.00
85.00	180.00	-25.00
158.00	167.00	-16.00

